station_id,station_name,state,start_date,end_date,latitude,longitude,in_basins,break_with_basins,network
70218526622,MEKORYUK AIRPORT,AK,2006-01-05 00:00:00,2020-09-08 00:00:00,+60.383,-166.200,False,False,isd
70218626651,HOOPER BAY AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+61.524,-166.147,False,False,isd
70219026615,BETHEL AIRPORT,AK,1945-01-01 00:00:00,2020-10-15 00:00:00,+60.785,-161.829,True,False,isd
70222026501,GALENA AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+64.737,-156.934,False,False,isd
70222326602,KOYUK AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+64.935,-161.155,False,False,isd
70231026510,MCGRATH AIRPORT,AK,1973-01-01 00:00:00,2020-10-15 00:00:00,+62.957,-155.610,True,False,isd
70231526536,TATALINA LRRS AIRPORT,AK,2006-01-01 00:00:00,2020-10-14 00:00:00,+62.894,-155.976,False,False,isd
70232026516,ANIAK AIRPORT,AK,1973-01-01 00:00:00,2020-10-15 00:00:00,+61.582,-159.543,False,False,isd
70232526443,WASILLA AIRPORT,AK,2004-07-02 00:00:00,2020-10-15 00:00:00,+61.572,-149.541,False,False,isd
70235026534,SPARREVOHN LRRS AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+61.100,-155.583,False,False,isd
70246026512,MINCHUMINA,AK,1973-01-01 00:00:00,2020-10-15 00:00:00,+63.886,-152.302,False,False,isd
70251026528,TALKEETNA AIRPORT,AK,1973-01-01 00:00:00,2020-10-15 00:00:00,+62.320,-150.095,True,False,isd
70259026523,KENAI MUNICIPAL AIRPORT,AK,1973-01-01 00:00:00,2020-10-15 00:00:00,+60.580,-151.239,True,False,isd
70259526559,SOLDOTNA AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+60.476,-151.034,False,False,isd
70260026435,NENANA MUNICIPAL AIRPORT,AK,1943-07-06 00:00:00,2020-10-15 00:00:00,+64.550,-149.072,False,False,isd
70260725378,HOONAH SEAPLANE BASE,AK,2006-01-01 00:00:00,2020-10-14 00:00:00,+58.096,-135.409,False,False,isd
70261026411,FAIRBANKS INTERNATIONAL,AK,1946-01-01 00:00:00,2020-10-15 00:00:00,+64.804,-147.876,True,False,isd
70261526498,WAINWRIGHT AAF AIRPORT,AK,2006-01-03 00:00:00,2020-10-15 00:00:00,+64.838,-147.614,False,False,isd
70262500104,NIKOLAI AIRPORT,AK,2006-10-24 00:00:00,2020-10-14 00:00:00,+63.017,-154.367,False,False,isd
70262699999,PILOT POINT,AK,2006-10-24 00:00:00,2020-10-14 00:00:00,+57.580,-157.580,False,False,isd
70262726561,RUBY  AIRPORT,AK,2006-10-01 00:00:00,2020-06-03 00:00:00,+64.727,-155.470,False,False,isd
70262800105,MARSHALL DON HUNTER SR AIRPOR,AK,2006-10-24 00:00:00,2020-10-15 00:00:00,+61.867,-162.033,False,False,isd
70264546403,MCKINLEY NATIONAL PARK AIRPOR,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+63.733,-148.917,False,False,isd
70265026407,EIELSON AFB AIRPORT,AK,2006-01-02 00:00:00,2020-10-15 00:00:00,+64.683,-147.083,False,False,isd
70267026415,ALLEN ARMY AIRFIELD,AK,1945-10-15 00:00:00,2020-10-15 00:00:00,+63.994,-145.721,True,False,isd
70268527518,ATQASUK EDWARD BURNELL SR. ME,AK,2006-05-01 00:00:00,2020-10-15 00:00:00,+70.467,-157.436,False,False,isd
70268600106,KIPNUK AIRPORT,AK,2006-05-01 00:00:00,2020-09-29 00:00:00,+60.900,-161.233,False,False,isd
70269700107,NEW STUYAHOK AIRPORT,AK,2006-10-10 00:00:00,2020-10-15 00:00:00,+59.450,-157.333,False,False,isd
70271026425,GULKANA AIRPORT,AK,1945-01-01 00:00:00,2020-10-15 00:00:00,+62.159,-145.459,True,False,isd
70271546407,SKELTON AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+61.949,-147.169,False,False,isd
70272026401,ELMENDORF AFB AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+61.253,-149.794,False,False,isd
70272526491,LAKE HOOD SEAPLANE BASE,AK,2002-01-01 00:00:00,2020-10-15 00:00:00,+61.178,-149.966,False,False,isd
70273026451,TED STEVENS ANCHORAGE INTL,AK,1973-01-01 00:00:00,2020-10-15 00:00:00,+61.169,-150.028,True,False,isd
70273526409,MERRILL FIELD AIRPORT,AK,1945-01-01 00:00:00,2020-10-15 00:00:00,+61.217,-149.855,False,False,isd
70274025331,PALMER MUNICIPAL AIRPORT,AK,1999-01-01 00:00:00,2020-10-15 00:00:00,+61.596,-149.092,False,False,isd
70274626497,BIRCHWOOD AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+61.416,-149.507,False,False,isd
70275626479,VALDEZ PIONEER FIELD AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+61.132,-146.244,False,False,isd
70277026438,SEWARD AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+60.128,-149.417,False,False,isd
70291026412,NORTHWAY AIRPORT,AK,1945-01-01 00:00:00,2020-10-15 00:00:00,+62.962,-141.988,True,False,isd
70296026410,M.K.(MUDHOLE) SMITH ARPT,AK,1942-06-11 00:00:00,2020-10-15 00:00:00,+60.489,-145.451,True,False,isd
70305025623,CAPE HEWENHAM LRRS AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+58.650,-162.067,False,False,isd
70305126521,HOLY CROSS AIRPORT,AK,2006-01-01 00:00:00,2020-09-11 00:00:00,+62.183,-159.767,False,False,isd
70305226652,KALSKAG AIRPORT,AK,2006-01-17 00:00:00,2020-03-22 00:00:00,+61.536,-160.341,False,False,isd
70305326654,RUSSIAN MISSION AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+61.775,-161.319,False,False,isd
70305400108,SCAMMON BAY AIRPORT,AK,2005-09-29 00:00:00,2020-10-15 00:00:00,+61.850,-165.567,False,False,isd
70305500109,MANOKOTAK AIRPORT,AK,2005-09-29 00:00:00,2020-10-15 00:00:00,+58.983,-159.050,False,False,isd
70305626635,MOUNTAIN VILLAGE AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+62.095,-163.682,False,False,isd
70305726653,TOKSOOK BAY AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+60.541,-165.087,False,False,isd
70305800110,NELSON LAGOON AIRPORT,AK,2005-09-30 00:00:00,2020-10-15 00:00:00,+56.017,-161.167,False,False,isd
70305999999,KING COVE,AK,2005-09-30 00:00:00,2020-10-14 00:00:00,+55.170,-162.270,False,False,isd
70306125521,IGIUGIG AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+59.324,-155.902,False,False,isd
70308025713,ST PAUL ISLAND AIRPORT,AK,1943-11-05 00:00:00,2020-08-29 00:00:00,+57.155,-170.222,True,False,isd
70316025624,COLD BAY AIRPORT,AK,1942-03-04 00:00:00,2020-10-15 00:00:00,+55.221,-162.732,True,False,isd
70316525617,SAND POINT AIRPORT,AK,2005-01-01 00:00:00,2020-10-15 00:00:00,+55.319,-160.521,False,False,isd
70321025513,DILLINGHAM AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+59.050,-158.517,False,False,isd
70326025503,KING SALMON AIRPORT,AK,1942-01-10 00:00:00,2020-10-15 00:00:00,+58.683,-156.656,True,False,isd
70333025508,PORT HEIDEN AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+56.959,-158.632,False,False,isd
70333325518,CHIGNIK AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+56.311,-158.373,False,False,isd
70333425519,EGEGIK AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+58.185,-157.386,False,False,isd
70340025506,ILIAMNA AIRPORT,AK,1973-01-01 00:00:00,2020-10-15 00:00:00,+59.749,-154.909,True,False,isd
70340726553,SLEETMUTE AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+61.717,-157.150,False,False,isd
70341025507,HOMER AIRPORT,AK,1973-01-01 00:00:00,2020-10-15 00:00:00,+59.642,-151.491,True,False,isd
70343025402,MIDDLETON ISLAND METEOROLOGY,AK,1945-01-01 00:00:00,2020-10-15 00:00:00,+59.433,-146.333,False,False,isd
70350025501,KODIAK AIRPORT,AK,1945-01-01 00:00:00,2020-10-15 00:00:00,+57.751,-152.486,True,False,isd
70360525604,PLATINUM AIRPORT,AK,2006-03-23 00:00:00,2020-10-15 00:00:00,+59.011,-161.820,False,False,isd
70360625629,TOGIAK AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+59.067,-160.367,False,False,isd
70361025339,YAKUTAT AIRPORT,AK,1941-05-01 00:00:00,2020-10-15 00:00:00,+59.512,-139.671,True,False,isd
70362025335,SKAGWAY AIRPORT,AK,1943-10-01 00:00:00,2020-10-15 00:00:00,+59.456,-135.324,False,False,isd
70362125516,SELDOVIA AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+59.443,-151.702,False,False,isd
70362625323,HAINES,AK,1996-06-13 00:00:00,2020-10-15 00:00:00,+59.243,-135.509,False,False,isd
70364427515,NUIQSUT AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+70.212,-151.002,False,False,isd
70365526552,HUSLIA AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+65.698,-156.351,False,False,isd
70367025322,GUSTAVUS,AK,1976-08-01 00:00:00,2020-10-15 00:00:00,+58.411,-135.709,False,False,isd
70371025333,SITKA ROCKY GUTIERREZ ARPT,AK,1973-01-01 00:00:00,2020-10-15 00:00:00,+57.048,-135.365,True,False,isd
70381025309,JUNEAU INTERNATIONAL,AK,1973-01-01 00:00:00,2020-10-15 00:00:00,+58.357,-134.564,False,False,isd
70383025310,ANGOON SEAPLANE BASE,AK,1973-01-01 00:00:00,2020-10-15 00:00:00,+57.499,-134.586,False,False,isd
70383525628,ST. GEORGE AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+56.600,-169.565,False,False,isd
70385525369,KAKE AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+56.967,-133.900,False,False,isd
70386025329,JAMES A JOHNSON AIRPORT,AK,1973-01-01 00:00:00,2020-10-15 00:00:00,+56.806,-132.937,True,False,isd
70387025338,WRANGELL AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+56.473,-132.387,True,False,isd
70388425376,HYDABURG SEAPLANE BASE,AK,2006-01-01 00:00:00,2020-08-05 00:00:00,+55.206,-132.828,False,False,isd
70389425367,KLAWOCK AIRPORT,AK,2000-01-01 00:00:00,2020-10-15 00:00:00,+55.580,-133.075,False,False,isd
70392500112,KOLIGANEK AIRPORT,AK,2007-05-21 00:00:00,2020-10-15 00:00:00,+59.733,-157.267,False,False,isd
70392699999,AKHIOK,AK,2007-05-21 00:00:00,2020-10-14 00:00:00,+56.933,-154.183,False,False,isd
70395025325,KETCHIKAN INTL AIRPORT,AK,1973-01-01 00:00:00,2020-10-15 00:00:00,+55.350,-131.650,True,False,isd
70398025308,ANNETTE ISLAND AIRPORT,AK,1941-07-14 00:00:00,2019-10-01 00:00:00,+55.039,-131.579,True,False,isd
70398525377,METLAKATLA SEAPLANE BASE,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+55.131,-131.578,False,False,isd
70414045715,EARECKSON AIR STATION AIRPORT,AK,2005-01-01 00:00:00,2020-10-15 00:00:00,+52.717,+174.100,False,False,isd
70454025704,ADAK NAS,AK,1942-10-30 00:00:00,2020-10-15 00:00:00,+51.883,-176.650,False,False,isd
70489025616,DUTCH HARBOR AIRPORT,AK,2008-11-24 00:00:00,2020-10-15 00:00:00,+53.895,-166.543,False,False,isd
70489099999,DUTCH HARBOR,AK,1946-01-01 00:00:00,2008-11-23 00:00:00,+53.900,-166.550,False,False,isd
72011053983,LLANO MUNICIPAL AIRPORT,TX,2005-01-01 00:00:00,2020-10-15 00:00:00,+30.784,-098.662,False,False,isd
72012063837,HILTON HEAD AIRPORT,SC,2006-01-01 00:00:00,2020-10-15 00:00:00,+32.217,-080.700,False,False,isd
72013704867,MORS MUNI-J.R. WSBRN FD AP,IL,2006-01-01 00:00:00,2020-10-15 00:00:00,+41.425,-088.419,False,False,isd
72015103049,ALPINE-CASPARIS MUNI ARPT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+30.383,-103.683,False,False,isd
72017063851,METROPOLIS MUNICIPAL AIRPORT,IL,2006-01-01 00:00:00,2020-09-17 00:00:00,+37.186,-088.751,False,False,isd
72017253996,MENA INTERMOUNTAIN MUNICIPAL,AR,2006-01-01 00:00:00,2020-10-15 00:00:00,+34.545,-094.203,False,False,isd
72017553919,MONTCELO MUNI/ELLIS FLD AP,AR,2005-01-01 00:00:00,2020-10-15 00:00:00,+33.636,-091.756,True,False,isd
72019854813,MUNISING LAKESHORE,MI,2006-01-01 00:00:00,2020-10-15 00:00:00,+46.417,-086.650,False,False,isd
72020200118,TILLAMOOK AIRPORT,OR,2005-01-03 00:00:00,2020-10-15 00:00:00,+45.417,-123.817,False,False,isd
72025400119,CHEHALIS CENTRALIA AIRPORT,WA,2007-02-16 00:00:00,2020-10-15 00:00:00,+46.683,-122.983,False,False,isd
72025804997,ISEDOR IVERSON AIRPORT,MN,2006-01-01 00:00:00,2020-10-15 00:00:00,+46.619,-093.310,False,False,isd
72026153976,BRIDGEPORT MUNICIPAL ARPT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+33.175,-097.828,False,False,isd
72026563833,THOMAS C RUSSELL FLD ARPT,AL,2006-01-01 00:00:00,2020-10-15 00:00:00,+32.915,-085.963,False,False,isd
72026654809,WARSAW MUNICIPAL AIRPORT,IN,2006-01-01 00:00:00,2020-10-15 00:00:00,+41.275,-085.840,False,False,isd
72026723224,AUBURN MUNICIPAL AIRPORT,CA,2006-01-01 00:00:00,2020-10-15 00:00:00,+38.955,-121.082,False,False,isd
72026853882,DCATR CO INDUS AIRPK ARPT,GA,2006-01-01 00:00:00,2020-10-16 00:00:00,+30.983,-084.633,False,False,isd
72026912982,BROOKS COUNTY AIRPORT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+27.207,-098.121,False,False,isd
72027103044,BIG SRNG MCMHN-WRKLE ARPT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+32.213,-101.521,False,False,isd
72027294282,SKAGIT REGIONAL AIRPORT,WA,2006-01-01 00:00:00,2020-10-15 00:00:00,+48.467,-122.417,False,False,isd
72027312981,BAY CITY MUNICIPAL AIRPORT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+28.973,-095.863,False,False,isd
72027493799,COLUMBUS CO MUNICIPAL ARPT,NC,2006-01-01 00:00:00,2020-10-15 00:00:00,+34.273,-078.715,False,False,isd
72027612983,EDINBURG INTL AIRPORT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+26.442,-098.129,False,False,isd
72027763843,SHELBY MUNICIPAL AIRPORT,NC,2006-01-01 00:00:00,2020-10-15 00:00:00,+35.256,-081.601,False,False,isd
72027803704,EMPORIA-GRENVLE RGNL ARPT,VA,2006-01-01 00:00:00,2020-10-15 00:00:00,+36.687,-077.483,False,False,isd
72027903705,CURTIS L BROWN JR FLD ARPT,NC,2006-01-01 00:00:00,2020-10-15 00:00:00,+34.602,-078.578,False,False,isd
72028203736,FIRST FLIGHT AIRPORT,NC,2006-01-01 00:00:00,2020-10-15 00:00:00,+36.018,-075.671,False,False,isd
72028304927,FILLMORE COUNTY AIRPORT,MN,2006-01-01 00:00:00,2020-10-15 00:00:00,+43.677,-092.180,False,False,isd
72028404877,FITCH H BEACH AIRPORT,MI,2006-01-01 00:00:00,2020-10-16 00:00:00,+42.574,-084.811,False,False,isd
72028503734,MIDDLE PENINSULA REGIONAL AIR,VA,2006-01-01 00:00:00,2020-10-15 00:00:00,+37.521,-076.765,False,False,isd
72028653977,GRANBURY MUNICIPAL ARPT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+32.444,-097.817,False,False,isd
72028753967,GRAYSON COUNTY AIRPORT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+33.714,-096.674,False,False,isd
72028803711,HENDERSON-OXFORD AIRPORT,NC,2006-01-01 00:00:00,2020-10-15 00:00:00,+36.361,-078.529,False,False,isd
72028963836,THOMSON-MCDUFFIE CO ARPT,GA,2005-01-01 00:00:00,2020-10-15 00:00:00,+33.530,-082.516,False,False,isd
72029153970,MESQUITE METROPOLITAN ARPT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+32.747,-096.531,False,False,isd
72029304989,INDEPENDENCE MUNICIPAL APT,IA,2006-01-01 00:00:00,2020-10-15 00:00:00,+42.453,-091.948,False,False,isd
72029553972,HILLSBORO MUNICIPAL ARPT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+32.084,-097.097,False,False,isd
72029653945,JASPER COUNTY-BELL FLD APT,TX,2006-01-01 00:00:00,2020-10-16 00:00:00,+30.886,-094.035,False,False,isd
72029703730,WILLIAMSBURG-JAMESTOWN APT,VA,2006-01-01 00:00:00,2020-10-15 00:00:00,+37.239,-076.716,False,False,isd
72029853971,CHEROKEE COUNTY AIRPORT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+31.869,-095.218,False,False,isd
72029953966,MID-WAY REGIONAL AIRPORT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+32.456,-096.913,False,False,isd
72030253963,CRKVIL-RED RIVER CO ARPT,TX,2006-01-01 00:00:00,2017-03-26 00:00:00,+33.593,-095.064,False,False,isd
72030353973,HEARNE MUNICIPAL AIRPORT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+30.872,-096.622,False,False,isd
72030464752,WINGS FIELD AIRPORT,PA,2005-01-01 00:00:00,2020-10-15 00:00:00,+40.100,-075.267,False,False,isd
72030553964,DECATUR MUNICIPAL AIRPORT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+33.254,-097.581,False,False,isd
72030653879,LEE'S SUMMIT MUNICIPAL APT,MO,2006-01-01 00:00:00,2020-10-15 00:00:00,+38.960,-094.371,False,False,isd
72030763804,MADISON CO EXECUTIVE ARPT,AL,2006-01-01 00:00:00,2020-10-15 00:00:00,+34.861,-086.557,False,False,isd
72030804992,MILLARD AIRPORT,NE,2006-01-01 00:00:00,2020-10-15 00:00:00,+41.196,-096.112,False,False,isd
72030904947,MOUNT PLEASANT MUNI ARPT,IA,2006-01-01 00:00:00,2020-10-15 00:00:00,+40.947,-091.511,False,False,isd
72031153962,MOUNT PLEASANT RGNL ARPT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+33.096,-094.961,False,False,isd
72031204964,PELLA MUNICIPAL AIRPORT,IA,2006-01-01 00:00:00,2020-10-15 00:00:00,+41.400,-092.946,False,False,isd
72031303052,PERRY LEFORS FIELD AIRPORT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+35.613,-100.996,False,False,isd
72031493983,PALESTINE MUNICIPAL ARPT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+31.780,-095.706,False,False,isd
72031503045,PERRYTON OCHILTREE CO ARPT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+36.414,-100.750,False,False,isd
72031612984,NUECES COUNTY ARIPORT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+27.779,-097.691,False,False,isd
72031703735,STAFFORD REGIONAL AIRPORT,VA,2006-01-01 00:00:00,2020-10-15 00:00:00,+38.398,-077.456,False,False,isd
72031853965,GRAHAM MUNICIPAL AIRPORT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+33.110,-098.555,False,False,isd
72031963841,ROBINSON MUNICIPAL AIRPORT,IL,2006-01-01 00:00:00,2020-10-15 00:00:00,+39.016,-087.650,False,False,isd
72032053981,CLEBURNE MUNICIPAL AIRPORT,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+32.354,-097.434,False,False,isd
72032393947,GILLESPIE CO,TX,2006-01-01 00:00:00,2020-10-15 00:00:00,+30.243,-098.910,False,False,isd
72032464753,QUAKERTOWN AIRPORT,PA,2006-01-01 00:00:00,2020-10-15 00:00:00,+40.435,-075.382,False,False,isd
72032604981,VINTON VETERANS MEMORIAL AIRP,IA,2006-01-01 00:00:00,2020-10-15 00:00:00,+42.219,-092.026,False,False,isd
72032704995,MENOMONIE MUNICIPAL AIRPORT-S,WI,2006-01-01 00:00:00,2020-10-15 00:00:00,+44.892,-091.868,False,False,isd
72032863832,UPSHUR COUNTY RGNL AIRPORT,WV,2006-01-01 00:00:00,2020-10-15 00:00:00,+39.000,-080.274,False,False,isd
72033063853,MOUNT CARMEL MUNICIPAL AIRPOR,IL,2006-01-01 00:00:00,2020-10-15 00:00:00,+38.607,-087.727,False,False,isd
72033353175,CORONA MUNICIPAL AIRPORT,CA,2006-09-07 00:00:00,2020-10-15 00:00:00,+33.898,-117.602,False,False,isd
72033493764,GAITHERSBURG MONTGOMERY COUNT,MD,2007-10-17 00:00:00,2020-10-15 00:00:00,+39.167,-077.167,False,False,isd
72034253947,WATONGA AIRPORT,OK,2006-01-01 00:00:00,2020-10-15 00:00:00,+35.864,-098.421,False,False,isd
72034354852,WAUPACA MUNICIPAL AIRPORT,WI,2006-01-01 00:00:00,2020-10-16 00:00:00,+44.333,-089.020,False,False,isd
72034454920,CHEROKEE MUNICIPAL AIRPORT/,IA,2006-01-01 00:00:00,2020-10-15 00:00:00,+42.732,-095.556,False,False,isd
72034594086,RALPH WENZ FIELD AIRPORT,WY,2006-01-01 00:00:00,2020-10-15 00:00:00,+42.796,-109.807,False,False,isd
72034653991,ALLEN PARISH AIRPORT,LA,2005-04-08 00:00:00,2020-10-15 00:00:00,+30.750,-092.688,False,False,isd
72035154919,OSKALOOSA MUNICIPAL AIRPORT,IA,2006-01-01 00:00:00,2020-10-15 00:00:00,+41.226,-092.491,False,False,isd
72035363875,MIDDLESBORO-BELL COUNTY AIRPO,KY,2006-01-01 00:00:00,2020-10-15 00:00:00,+36.611,-083.738,False,False,isd
