station_id,station_name,state,start_date,end_date,latitude,longitude,in_basins,break_with_basins,network,start_date_to_use,end_date_to_use
70277026438,SEWARD AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+60.128,-149.417,False,False,isd,2006-01-01 00:00:00,2019-12-31 23:00:00
70291026412,NORTHWAY AIRPORT,AK,1990-01-01 00:00:00,2020-10-15 00:00:00,+62.962,-141.988,True,False,isd,2007-01-01 00:00:00,2019-12-31 23:00:00
70296026410,M.K.(MUDHOLE) SMITH ARPT,AK,1990-01-01 00:00:00,2020-10-15 00:00:00,+60.489,-145.451,True,False,isd,2007-01-01 00:00:00,2019-12-31 23:00:00
70308025713,ST PAUL ISLAND AIRPORT,AK,1990-01-01 00:00:00,2020-08-29 00:00:00,+57.155,-170.222,True,False,isd,2007-01-01 00:00:00,2019-12-31 21:00:00
70316025624,COLD BAY AIRPORT,AK,1990-01-01 00:00:00,2020-10-15 00:00:00,+55.221,-162.732,True,False,isd,2007-01-01 00:00:00,2019-12-31 23:00:00
70326025503,KING SALMON AIRPORT,AK,1990-01-01 00:00:00,2020-10-15 00:00:00,+58.683,-156.656,True,False,isd,2007-01-01 00:00:00,2019-12-31 23:00:00
70340025506,ILIAMNA AIRPORT,AK,1990-01-01 00:00:00,2020-10-15 00:00:00,+59.749,-154.909,True,False,isd,2007-01-01 00:00:00,2019-12-31 23:00:00
70341025507,HOMER AIRPORT,AK,1990-01-01 00:00:00,2020-10-15 00:00:00,+59.642,-151.491,True,False,isd,2007-01-01 00:00:00,2019-12-31 23:00:00
70350025501,KODIAK AIRPORT,AK,1990-01-01 00:00:00,2020-10-15 00:00:00,+57.751,-152.486,True,False,isd,2007-01-01 00:00:00,2019-12-31 23:00:00
70361025339,YAKUTAT AIRPORT,AK,1990-01-01 00:00:00,2020-10-15 00:00:00,+59.512,-139.671,True,False,isd,2006-04-01 00:00:00,2019-12-31 23:00:00
70362025335,SKAGWAY AIRPORT,AK,1990-01-01 00:00:00,2020-10-15 00:00:00,+59.456,-135.324,False,False,isd,2005-01-01 00:00:00,2019-12-31 23:00:00
70362125516,SELDOVIA AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+59.443,-151.702,False,False,isd,2006-01-01 00:00:00,2019-12-31 23:00:00
70362625323,HAINES,AK,1996-06-13 00:00:00,2020-10-15 00:00:00,+59.243,-135.509,False,False,isd,2005-01-01 00:00:00,2019-12-31 23:00:00
70364427515,NUIQSUT AIRPORT,AK,2006-01-01 00:00:00,2020-10-15 00:00:00,+70.212,-151.002,False,False,isd,2006-01-01 09:00:00,2019-12-31 23:00:00
70371025333,SITKA ROCKY GUTIERREZ ARPT,AK,1990-01-01 00:00:00,2020-10-15 00:00:00,+57.048,-135.365,True,False,isd,2007-01-01 00:00:00,2019-12-31 23:00:00
70381025309,JUNEAU INTERNATIONAL,AK,1990-01-01 00:00:00,2020-10-15 00:00:00,+58.357,-134.564,False,False,isd,2005-01-01 00:00:00,2019-12-31 23:00:00
